post_dates,title,url,full_text
2022-07-01,마드리드 교통수단 꿀팁,https://blog.naver.com/dbwlsdl5712/222801537253,"[' 1. 버스  마드리드 버스는 일반 카드를 교통카드처럼 찍고 탈 수 있음 (단, 접촉식 결제가 가능해야함: 애플페이, 구글페이도 가능) 1.5유로  2. 지하철  지하철은 교통카드(2.5유로) 무조건 만들어야되고 -> 버스 지하철 등 모두 사용가능 관광객들은 웬만해서는 zone A만 다님. (zone A 카드를 발급받으면 됨.) 1.7유로  3. Renfe (보통 C로 시작하는 이름의 지하철.) renfe 기차도 있음. 지하철 같은 거임(한국인 입장에서는 왜 굳이 지하철이 두개인지 잘 모르겠으나... 아무튼 있음). 공항다님. 쾌적하고 빠르다는 장점이 있다. + 말라가 renfe 지하철은 일반카드를 교통카드처럼 사용 가능했는데 마드리드는 renfe y tu 라는 교통카드를 발급받아야한다고 한다  (0.5유로 정도다.) 1.7유로     역시 유럽을 다녀보니 한국의 교통수단이 얼마나 잘되어있는지를 체감한다. 버스와 지하철을 환승가능하고 우린 이미 교통카드가 없는 세상이 되지 않았는가  유럽은 버스, 지하철, 렌페 다 따로 교통카드가 있는 경우가 많다. (물론 통합용 교통카드가 존재하긴 한다.) 그리고 대게는 일반카드를 교통카드처럼 쓰지 못한다는거.. 우리나라는 신용카드 하나면 여기저기 환승하면서 다니지 않는가  그리고 가격. 가격도 한국은 정말 저렴하다. 그 높은 퀄리티의 교통수단이 1유로도 안한다. 0.9유로 와.. 게다가 환승도 돼 (유럽은 안돼) 우리나라는 정치나 시민의식 성장만 잘한다면 머지않아 선진국이 되지 않을까 이런 작은 것부터 인프라가 잘 되어있다는 것이 한국의 자랑 중 하나인 것 같다   우리나라가 정말 자랑스럽다. 음... 물론 부족한 점들이 많지만... 한국에 돌아가면 한국 홍보에 힘쓰고 싶다.']"
2022-07-01,한국의 공공 기관 사이트,https://blog.naver.com/aria0313/222827841892,"[' 친정엄마에게 증여를 받은 재산이 있다.  산 속의 땅이다. 도대체 거기서 내가 뭘 할 수 있을런지 모르겠지만 어쨌든 아들에게는 비싼 동네의 아파트를 주니 딸에게도 뭔가 주질 않으면 내 성격상 가만있지 않을 거라는 걸 엄마는 알고 있다.  그렇다고 내 재산도 아니니 욕심은 없지만 자식 차별은 싫어한다.  어쨌든 이 놈의 땅덩어리 때문에 증여세 신고를 해야하는데 한국 핸폰이 없는 나에게 (만들어야 할 필요성도 느끼지 못한) 증여세 신고를 하는데 한국 핸폰 때문에 다 막혀있다.  동생은 한국으로 국제전화를 하라는데 그것 때문에 스카이프를 통해서 전화를 하는 것도, 공공기관에서 070에서 오는 번호를 받을지도 의문이다.  한국 사이트를 사용하다보면 이 인증이 전부 한국핸폰이다.  이 메일로는 인증을 할 수 없는 이 시스템에 불편함을 넘어서서 교포들은 아예 온라인에서 책 한권도 살 수 없다는 것에 (예전엔 해외 신용카드도 사용못함) 교포들을 한국민으로 생각을 하지 않는다는 서운함을 느끼기도 했다.  왜 이러는지 알 수가 없다.  얼마나 편한 인터넷에 시스템을 만들어가는 이 한국인들이 왜 이렇게 우물안의 개구리같은 짓을 하는지 말이다  남편도 캐쉬리스 페이먼트를 전부 통합하는 것으로 (알리페이/네이버페이/애플페이 등등) 만들어서 세계 어디를 가나 사용가능한 시스템을 만들었는데 말이다. (내가 멍청한 허언증 남편이라는 이 녀석이..)  그런데 왜 한국인이 공공기관에 뭔가 신고를 하는데 한국 핸폰이 없으면 안 되는 것인지 한국 폰을 만들면 그 정보는 또 중국이나 해외에서 빼 갈 것이 분명할 것이고 내 핸폰으로 보이스피싱이 올 것은 눈에 뻔한 일이니 핸폰이 느는 것은 내게 스트레스가 는다는 것과 같다  어쨌든 국외 교포들에 대해 친절하지 않는 이 넘의 공공기관 웹사이트와 온라인 사이트.(카카오톡으로 네이버로 할 수 있다고 하는데 이것도 한국 전화번호가 있어야하는..)  그냥 물어보질 말지.. 뭔 네이버고 카카오톡으로 인증이여  결국은 도돌이표.. 한국 핸폰..  내년에 한국가면 한국 핸폰을 귀찮아도 만들긴 해야겠다. 어휴..           ']"
2022-07-01,[꿀팁] 아이폰 속도 빨라지는 초간단 방법! 1분도 안 걸림~,https://blog.naver.com/green_hj/222815489168,"[""    기차 놀이를 하듯 어느 기사를 읽고 다른 기사로 넘어가고 넘어가기를 반복하다 보면, 출발점에서 전혀 다른 내용의 기사를 접하게 된다.    이 정보 역시 그렇게 기차 놀이로 이동하던 중 우연히 발견한 정보다.   모르는 사람들에게 간단하지만 유용한 정보가 될 것 같아 포스팅을 올린다. :)          1. 아이폰 > 설정 들어간다.         2. 아래로 내려간다.  (그렇다고 쭉 끝까지 내려가면 안됨 내려가는 건 자유임. 어차피 내려갔다 다시 올라오는 건 본인 에너지 더 쓰는 것이니께)       3. Safari 메뉴를 클릭한다.        4. 앞서 했던 것처럼 아래로 내려간다. (끝까지 내려가지 마셈)   '개인 정보 보호 및 보안'을 찾는다.       5. 'Apple Pay 확인' 메뉴를 비활성화 한다.  (우리나라는 애플 페이를 쓸 수 없으므로 켜 두면 불필요한 에너지 낭비임. 내가 본 글에서는 속도가 3배는 빨라질 거라는데, 객관적 근거는 없어서 그 수치가 신빙성 없다. 하지만, 직관적으로 생각해도 애플 페이가 사용 가능한지 웹사이트가 확인하는 걸 끈다면 얼만큼인지 모르더라도 속도가 더 빨라질 것이라는 건 충분히 예상 가능하다.  국내에 거주하면 애플 페이는 활용할 수 없는 기능이므로 꺼 두는 걸 기본값으로 설정하는 게 여러모로 편하고 안전하고 효율적이다.      그럼 20000       한 분에게라도 도움이 되길 바라며 :)         ""]"
2022-07-01,애플워치 네이버페이 등록 및 사용방법,https://blog.naver.com/zizonhjh/222808995779,[' 안 녕하세요. 투어IT스트 Genie입니다. 여전히 한국에서는 애플페이가 되지않습니다. 그래서 카카오페이 및 네이버페이 등 국내 대표포텔사이트에서 사용하는 앱을 활용하곤하죠. 다행히 애플워치를 사용하는 분들이라면 더욱 쉽고 간단하게 활용할 수 있습니다. 바로 네이버페이를 활용하면 되는건데요. 이번 포스팅에서 자세하게 알아보겠습니다.   우선 애플워치 네이버페이 등록하는 방법부터 알아보죠. 우선 App store 에서 네이버페이 앱을 다운받아줍니다. 만약 처음 네이버페이를 사용하시는 분들이라면 평소 사용해주시는 카드를 등록해주셔야하는데요. [현장 결제] 탭에서 하단으로 내려보시면 [신용/체크카드 등록]를 확인할 수 있습니다.   카메라를 통해 카드스캔이 가능하며 카드 등록 완료 후 서명을 해주시면 사용준비가 완료됩니다. 필자의 경우 네이버페이를 잘 활용하고 있어서 다양한 카드를 미리 등록해뒀는데요. 다양한 카드 활용가능하니 등록해주시면 됩니다.   아이폰으로 네이버페이를 다운받아두면 애플워치에서는 자동으로 연동되어 앱이 다운받아지는데요. 우측에 크라운버튼을 눌러서 네이버페이 앱을 찾아줍니다. 만약 기존에 네이버페이 앱을 다운받았다면 꼭 업데이트를 해줘야 애플워치에서 확인할 수 있습니다.   그럼 네이버페이에 등록되어있는 카드 및 포인트를 확인할 수 있습니다. 원 하는 카드를 선택하고 QR코드가 나옵니다. 이제 해당 QR코드를 제휴처에 제시해주시기만 하면 되죠.   제휴가맹점은 생각보다 많습니다. 웬만한 가맹점은 네이버페이를 다 지원하기 때문인데요. 필자도 애플워치를 매일 착용하고 있기에 네이버페이를 등록해두고 종종 사용하곤합니다. 애플페이를 사용하지못하는 국내에서는 애플워치로 손 쉽게 결제할 수 있으니 많은 분들이 참고하셨으면 좋겠네요']
2022-07-01,애플워치 네이버페이 이제 카드없이 간편하게 띡,https://blog.naver.com/moyeu119/222805540068,"[' 아이폰을 사용 중이라면 애플페이를 손꼽아 기다리고 있으리라 생각한다. 스마트폰만 있으면 결제는 물론, 교통카드까지 간편하게 이용할 수 있는 서비스가 되겠다. 하지만, 국내 서비스 도입이 언제쯤 될지, 아무도 알 수 없는 상태다. 그래도 다행인 것은 다양한 플랫폼에서 바코드 형식으로 결제를 지원하기 시작했다.   네이버페이 또한 전국 편의점 및 파리바게뜨, 뚜레쥬르, 메가커피 등 다양한 업체가 현장 결제를 지원한다. 이는 애플워치 앱에서도 간편하게 이용할 수 있다.   네이버페이는 포인트, 카드, 계좌 충전으로 결제가 이루어진다. 앱을 열고 오른쪽 위에 보이는 Pay를 누르면 현장 결제하기가 나온다.   이곳을 누르면 기본은 포인트로 결제할 수 있는 QR 코드가 표시된다. QR 코드가 나타나지 않으면 등록과정을 통해 생성할 수 있다.   본인과 같이 포인트 보유 잔액이 부족하다면 하단 충전 계좌를 이용해도 상관없다. 그리고 옆으로 넘기면 네이버페이에 등록된 카드를 이용하는 것도 가능하다.   여기까지는 스마트폰을 이용하는 방법이다. 애플워치에서 네이버페이를 이용하기 위해서는 Pay 앱을 설치해야 한다.  앱의 경우 애플워치 App Store를 열어 설치할 수 있으니 참고하길 바란다.   애플워치는 아이폰과 연동하면 별다른 과정 없이 앱을 여는 것만으로 QR 코드를 표시할 수 있다. 이 또한 포인트, 신용/체크 카드 등 원하는 결제 방법을 이용할 수 있어서 매우 편리하다.   QR 코드를 보여줘야 하므로 삼성페이보다 다소 불편하게 느껴지기도 한다. 그러나 이제 아이폰 사용자도 지갑 없는 편리함을 누릴 수 있다는 것만으로 만족스럽다.']"
2022-07-01,애플워치 결제 네이버페이 앱으로 가능해졌어요!,https://blog.naver.com/aimei96/222804636395,"['    제가 아이폰을 메인으로 못 쓰는 이유는 삼페의 편리함 때문인데요. 애플페이가 언제쯤 한국에 들어오게 될지는 미지수지만 그래도 드디어 애플워치 결제가 가능한 방법이 생겼습니다. 여태까지 페이북이나 포인트를 통해 제한적으로 쓸 수 있긴 했지만 특정카드만 써야 하거나 충전을 해야 하는 등의 번거로움이 있었잖아요.  그런데 네이버페이를 통해서 애플워치로도 무언가를 살 수 있게 되어 그에 대한 내용을 포스팅으로 알려드리려고 해요       애플페이가 삼페처럼 되면 너무 좋겠지만 언제 들어올지도 모르는 상황에서 Apple 유저분들은 답답하셨을 텐데요. 제가 사실 페이북으로도 써보고 했는데 이게 되긴 하지만.. 비씨만 써야 하는 등의 한계점이 있어서 애플워치 결제 포스팅을 그동안 못하고 미뤄놨었거든요.  N pay에서도 전에는 포인트 충전으로만 가능했어서 아쉽다고 느끼고 있었는데요. 이제 등록해둔 카드로도 쓸 수 있게 되어 이 정도면 많이 편해졌다 싶어 어떻게 사용할 수 있는지 알려드려보겠습니다.       일단 준비물은 iPhone과 Apple Watch가 있으셔야겠죠 스마트폰에서 네이버페이 어플을 다운로드해 주세요.       폰에 다운이 되면 워치 App 에서도 사용 가능한 어플 목록에 뜨는데요. 설치를 눌러서 Apple Watch 에도 깔아주세요.       그럼 두 디바이스에서 NaverPay가 깔린 게 보이실 거예요.       그럼 아이폰에서 네이버페이 앱을 켜신 후에 약관동의 - 잠금해제 버튼을 누르시고 비번을 이어서 입력해 주시면 되는데요.       네페에 저장되어 있는 카드 목록이 뜨고 그중 지원되는 걸로 탭해 주시면 QR코드가 나타나는데요. 그걸로 애플워치로 띄워서 현장결제를 하시는 원리입니다.       워치에서 N Pay 를 열면 초기 화면이 뜨는데요. 상단에 확인을 누르시면 바로 네페로 이동됩니다.       웨어러블 디바이스에서도 네페에 등록되어 있는 카드를 고를 수 있는데요. 아직 지원이 완벽하게 되는 건 아니니까 협의 중이라는 문구가 떠있다면 아쉽게도 그걸로는 큐알코드가 생성이 안 만들어질 거예요.  하지만 지원되는 다른 카드가 있다면 스마트폰에서 본 것처럼 QR이 생성될 거예요.       비번을 입력하신 후 위처럼 정상적으로 QR코드가 떴다면 큐알 바코드로 결제가 가능한 곳에서는 자유롭게 쓰실 수 있으신 거죠 :)       만약 본인이 등록한 카드가 지원되지 않는다면 다른 걸로 등록해 보세요. 저는 BC랑 국민은 됐고 현대랑 신한은 아직 안 되는 걸로 뜨더라고요  차차 되는 곳들이 늘어나겠죠 :)       진짜 되는지 궁금한 마음에 집 근처 편의점으로 향해보았는데요. 혹시 몰라서 바코드로 이용 가능하냐 물어봤는데 된다고 하셔서 시도해 보았습니다.       직접 애플워치 결제 해보는 모습을 촬영해왔는데요. 처음에 비번 누르는 게 약간 번거롭긴 했지만 그래도 아무것도 안되던 때보단 훨씬 편한 건 맞고요 인식도 빠르게 되더라고요        네페로 쓴 내역도 확인할 수 있답니다 :)       만약 네페를 열 때마다 비번을 입력하는 게 번거롭다고 느끼신다면 이렇게 해보세요. 우선 본인의 APPLEWATCH가 최신 OS 인지 체크해 주시고요. 업데이트를 해주세요.       그리고 스마트폰과 웨어러블 디바이스 둘 다 설치했던 네이버페이 앱을 삭제해 줍니다.       다시 iPhone과 AppleWatch 두 군데에 깔아주세요.       상단 메뉴탭을 누르신 후에 톱니바퀴 아이콘을 순서대로 눌러줍니다.       그리고 생체인증과 바로결제에 사용 중으로 체크가 되어있는지 확인해 주시고 활성화 해주세요.       이렇게 설정을 해두시면 웨어러블 디바이스를 손목에 차고 있었을 때 비번을 입력하라고 안 나오고 즉시 큐알이 생성이 되어 애플워치 결제를 좀 더 빠르게 진행할 수 있습니다 :)  안 된다고 하시는 분들은 꼭 Watch OS 최신버전인지 체크하시고, 스마트폰과 워치 두 군데 전부 네이버페이 앱을 삭제 후 재설치해 주셔야 한다는 점 기억해 주세요       여기까지 애플워치 결제를 네이버페이를 통해서 하는 방법을 알아보았는데요. 생각 보다 네페 자체에서 지원하는 가맹점이 많아서 우리가 자주 가는 편의점이나 프랜차이즈 등에서는 유용하게 쓸 수 있겠더라고요.  아직 카드는 협의 중인 곳이 있긴 하지만 그럼에도 불구하고 ApplePay 대신 써보기엔 매력적인 거 같아서 남편도 얼른 세팅해 주려고요 점점 지원하는 곳이 많아지기를 희망하면서 유용하게 활용하시기 바랍니다 :)   ']"
2022-07-01,아이폰 월렛에서 파스모 삭제하기,https://blog.naver.com/kjae1/222831811427,[' 신용카드 등의 문제로 애플페이를 사용하기 어려울때 파스모(교통카드) 정기권 등록을 매번 해야한다 한 단말기에 등록 할 수 있는 파스모는 8장까지 매달 정기권 만들어서 아이폰으로 옮기고 잔액 다 쓴 다음 또 옮기는 작업을 하다보니 8장이 다 찼지만 월렛 기능 내에서는 삭제를 할 수가 없었는데 파스모 어플에서 정기권 관리 항목에서 환불 및 삭제를 할 수 있다 지갑(wallet)을 열면 다 쓴 파스모를 확인 파스모 어플로 들어가서 메인 화면 밑 오른쪽에 있는 定期券・管理 제일 밑에 있는 파스모 환불 모든 사항을 확인 한 후 파스모를 환불 하고나면 종료됨 지갑 어플에서 확인하면 사용할 수 없다고 나오고 삭제를 할 수 있음 하지만 바로 카드 추가를 하려고 하면 이전 카드가 나오는데 24시간이 지나야 완전히 삭제가 가능함 아이폰월렛 월렛 파스모삭제 파스모']
2022-07-01,쟈딕 앤 볼테르 로그 그레인레더 카드지갑 골드 실버심플하고... ,https://blog.naver.com/go2kangsik/222802650065,"['  안녕하세요 영쿡삼촌이에요 너무  실용적이고 트렌디하기까지한 쟈딕의 카드지갑을 얼른 소개해 드리고자 포스팅 하는데요  쟈딕은 가격이 탑급이지만 요런 카드지갑이나 가방은 나름 실용적인 가격에 선보이고 있는듯 해요  옷값은 후덜덜 . . .  세일도 산드로나 마쥬처럼 안하고요  그래서 더 눈길이 간다고나 할까욤   그럼 얼른살펴보도록 해야겟죠   이번 버전은 지난번 소개해드린 지퍼 어라운드가 아닌 가장 심플한 형태의 카드지갑이라  미니멀리스트분들에게 완전 추천드리는 플랫 카드지갑 이랍니다   https://smartstore.naver.com/londonmall/products/6860279971 쟈딕 앤 볼테르 로고 그레인 레더 카드지갑 골드, 실버 WGAP001EAP : 런던몰 [런던몰] 가장 가까운 유럽, 믿을 수 있는 런던몰 since 2007 smartstore.naver.com  취향에 맞도록 배려해준 우리의 쟈딕쓰  바로 은장로고와 금장로고로 선택하실 수 있는데요  같은 가죽이라도 로고컬러에 따라 부뉘기기 확 바뀐다는 사실, 선호도가 완전 다르다는 사실을  우리 쟈딕이가 알고있는듯요 요렇게 심플한 카드수납공간만 있어  애플페이나 삼성페이를 주로 결하시고  신분증이나 물리카드 1만 가지고 다니시는 분들을 위해 완전 조은 아이템  금장은 아무래도 고급스러워 보인다는 장점이 있죠  이건 정말 취향적인 문제라 . .  저는 은장파 입니다.  다음은 제가 조아하는 은장 소개할게요   머가 조금더 일체감이 있어뵈는  실버스윀  앞에는 쟈딕 로고가 있어야 하니  카드를 꽂는 수납공간은 뒤에로만 양보하기  제가 미니멀리스트분들에게 추천드릴 수 있다고 한 이유입니다. 가격도 착하고 호불호 없을 디자인이라 정말 개이득인 아이템  꼭 놓치지 마세욤  https://smartstore.naver.com/londonmall/products/6860279971 쟈딕 앤 볼테르 로고 그레인 레더 카드지갑 골드, 실버 WGAP001EAP : 런던몰 [런던몰] 가장 가까운 유럽, 믿을 수 있는 런던몰 since 2007 smartstore.naver.com 구매링크는 무조건 런던몰 현금가 원하시는분만 비댓 남겨주세요   제가 소개하는 상품 외에도 런던몰 에신상이 쏟아지고 있으니 구경 오세욤 :)  그럼 여러분 좋은하루되세요   INFORMATION    제품의 유형 : 카드지갑 색상: 블랙 소재 : 가죽 제조국: 이탈리아 사이즈 : 약 10 * 8 cm    www.instagram.com/uksamchon Instagram의 영국삼촌 영국이야기(@uksamchon)님 프로필 • 게시물 1,365개 팔로워 1만명, 팔로잉 7,441명, 게시물 1,365개 - 영국삼촌 영국이야기(@uksamchon)님의 Instagram 사진 및 동영상 보기 www.instagram.com ']"
2022-07-01,[영국워킹홀리데이] +284 스위스 Montreux,https://blog.naver.com/juehye/222812095103,"['  호스텔 보증금 체크인 할 때 애플 페이로 결제했었는데 환급하려고 하니 실물 카드 있어야 한다구해서 현금으로 받았댜   오늘 Vevey로 가는 일정 :-) 기차역은 시간별루 금액대가 다 똑같은데 온라인은 조금 저렴한 시간대가 보여서 그걸루 했다  시간이 쬐끔 떠서 역에 있는 스타벅스에서 충전 + wifi +배 채우기      시간 맞춰서 기차타러      브베 도착 브베브베브베  Vevey   행벅  친구가 데리러 와서 바로 차타구 Montreux 동네로 갔댜 일요일이라 브베에 할 거 없다며   친구도 일은 이 동네에서 하고 있다구한댜      친구가 추천하는 한 레스토랑으로    모를 땐 항상 먹는거 먹는 편이라 라쟈냐       한 일년 만에 만난거라 오랜만에 회포를 풀고 바람 쐬며 한 바퀴 돌았댜   날이 너무 덥다보니 수영하는 사람들 꾀나 많았다 부럽         이 동네도 너무 이쁘내애                  여기 유명한 성인데 주차할 곳을 계속 돌면서 찾다가 결국  Chillon Castle · Av. de Chillon 21, 1820 Veytaux, Switzerland  · Castle goo.gl  이러캐 사진 한방으로 끝냈다  아쉽지만 어쩔 슈 없지이   친구랑 브베로 돌아가기 전에 일요일에는 거의 유일하게 영업을 한다는 이 마켓으로 장보러 왔댜  납작 복숭아 있어서 사구    친구가 추천하는 치즈도 사고    여기 김치도 있내   한국 라면도 있구우      친구네에서 저녁 먹을 예정이라 친구 장보는 겸해서 이거저거 담았는데 한 100프랑 나온듯   친구 지인네 잠시 들렸다가 4인조를 만나구   다음 친구네 Vevey로 도착 친구네 고양이이   나만없지 고양이   쪼리 집착녀   스위스식 저녁() 이 것말구도 뭐가 많았는데 이야기한다고 정신이 없었댜 보긴 이래도 맛있게 배부르게 먹었다는   오늘 Vevey보다는 Montreux 더 구경했댜 내일 Vevey 구경해야지 ']"
2022-07-01,블챌 주간일기 6주차,https://blog.naver.com/maricelina/222808755422,"[' 지난주에도 별일이 없어서, 주간 일기도 진짜 쓸 말이 없네.  아무 것도 안 하고, 뒹굴거리며 누워있기만 한 듯 하다.  뭘 했더라.   7월 15일이 출국이라, 여행 준비를 하느라 좀 바빴던 것 같다.  살림집에 미리 채워넣을 것들을 사느라, 역시 돈을 펑펑 쓰고 있는 중이다.  그리고 또 뭘 했더라.  Revolut 이라는 계좌를 만들었다. 우리나라의 카카오뱅크, 쯤으로 생각하면 될 듯.   루마니아 계좌와 체크카드가 있는데. 뭐가 잘못된 것인지, 문제가 좀 있다.  100레이 (한화로 약 28,000원) 이상을 카드로 긁으면, 비밀번호를 반드시 입력해야하는데, 뭘 눌러도 틀렸다고... 흑.  이번에 루마니아에 가서 비번을 바꿔야 하나 고민했지만, 한번에 해결되지 않을 가능성도 크므로, (유럽 행정 처리 상) 마음이 무거웠다.  나의 루마니아어 선생님께 물어보니, revolut이란 계좌를 사용한다고.  실물카드도 받을 수 있지만 받지 않았고, 애플페이로 어느 나라에서든 편히 썼다고 했다.   수업이 끝나자마자 계좌 개설.  5분이면 가입이 되는데, 거주증 사진이 자꾸 흐리다며 가입을 안 시켜줘서, 조금 고생했다.   하지만, 결국은 가입했고. 애플페이로 연결했고, 오늘은 루마니아 계좌에서 레볼루트로 송금까지 완료  드디어 내가 애플페이를 써 보는구나  ']"
