post_dates,title,url,full_text
2020-09-01,아이폰 애플페이 대신 카카오페이 쉽게 쓰는 방법,https://blog.naver.com/aiwositai/222092366927,"[' 안녕하세요. 코예커플입니다. iPhone 유저라면 애플페이 한번 써보고 싶다는 생각을 안할 수가 없죠. 저(예딩)의 경우에는 갤럭시를 오래 쓰다 갈아 탄 바람에 초반에 삼성페이가 너무 그리워서, 다시 돌아가고 싶을 때도 많았는데요.  오늘 포스팅에서는 아주 간단하게 아이폰에서 애플페이 대신하여 카카오페이를 쉽게 실행할 수 있는 방법에 대해 알아보겠습니다.     준비물  아이폰(iOS12이상) 단축어 앱 카카오 페이 앱 (가입하여 사용하고 있는 것)   단축어 앱을 이용할 것입니다. 단축어 앱은 애플에서 제공하는 기본 앱으로 iOS12이상에서 활용할 수 있습니다. 기존에 잘 사용하고 계셨던 분들도 많겠지만, 어떤 걸 써야할지 막막해서 사용하지 않은 분들도 있을텐데요. 오늘 처음으로 이용해 보시는 것은 어떠신가요    나의 단축어 > 단축어 생성 > 새로운 단축어 메뉴에서 동작 추가 > 카카오페이 검색하여 선택해줍니다.    그러면 카카오페이에 결제하기가 추가된 것을 확인할 수 있는데요. 새로운 단축어 페이지의 우측 상단의 메뉴(...)를 선택해 세부사항을 저장해주어야 합니다. 어떤 것인지 알아보기 쉽게 이름을 정하고 완료해줍니다. 저는 결제라는 이름으로 변경했습니다. 변경을 하니, 나의 단축어 메뉴에 결제가 새로 생성된 것을 확인할 수 있습니다.    이제 설정 > 손쉬운 사용 > 터치에 들어가 Assitive Touch 메뉴가 끔으로 되어 있는 것을 켜줍니다. 물론 기존에 사용하셨던 분들이라면 이부분은 넘어가셔도 됩니다.    이제 사용자 설정 동작을 단일 탭이나 이중 탭, 길게 누르기에서 고르면 되는데요. 삼성페이 쓰는 느낌을 내려고 길게 누르기를 선택해보았습니다. 이 부분이 없음으로 되어 있는데, 선택하여 가장 하단에 있는 SIRI 단축어의 결제 항목을 체크해주면 설정은 모두 끝났습니다.    이렇게 선택하면, 바탕화면에 떠있는 assitive touch 버튼(불투명한 흰색 원)을 길게 누르면 카카오페이를 바로 실행할 수 있게 됩니다. 해당 버튼은 잠금 화면에서도 이용할 수 있으므로 결제가 필요할 때 간편하게 이용할 수 있어요  개인적으론 통합멤버십을 사용할 수 있어 무척이나 애용하고 있는 앱입니다.  여러분들도 아이폰 애플페이 대신 한번 써보세요. ']"
2020-09-01,"애플 iOS14, iPadOS14 정식배포... 그나저나 애플페이는... ",https://blog.naver.com/4langman/222091213027,"['  애플빠가 이탈하지않고 계속 아이폰에 머무는 이유는 바로 매년 정기적으로 이루어지는 ‘ios 업데이트’ ，때문이 아닌가 싶습니다.  업데이트 되는 아이폰 기종은 아래와 같습니다.   iOS 14: 아이폰11, 아이폰11프로, 아이폰11프로 맥스, 아이폰XS, 아이폰XS 맥스, 아이폰XR, 아이폰X, 아이폰8, 아이폰8 플러스, 아이폰7, 아이폰7 플러스, 아이폰6S, 아이폰6S 플러스, 아이폰SE 1세대, 아이폰SE 2세대, 아이팟 터치 7세대  2015년에 출시된 아이폰6s 까지 업데이트 된다고하니 정말 애플에 충성하지 않을수 없을거 같습니다  다만 nfc기능과 애플페이가 안된다는게 애플빠의 충성심을 떨어뜨리는 큰 원인이 되지 않았을까 싶습니다. (저 역시충성심()에 한계가 오고 있습니다. 기기도 아이폰의 혁신이 없어 아이폰8플러스에서 멈춤)  ios13이 나오면서 교통카드에 대한 실낫같은 희망을 가졌었는데, 뭐가 그리 제악이 많은지 실행되지 못하고 말았네요.  기능은 이미 삼성갤럭시폰에서 시행이 되었던 기능들이 들어가는데, 그렇게 새로운 문명()이 ios14에 도입되는거 같지는 않습니다.  그동안 아이폰을 사용하는 사람들의 니즈를 충족시켜주는 정도의 업데이트인듯 싶습니다.  이례적으로 올해는 아이폰12 발표일과 다르게 iOS14 먼저 배포를 하고 아이폰12는 10월중에 발표한다고 합니다.  iOS14 업데이트에서 달라지는 점은... -‘앱라이브러리’로 다양한 앱을 정리하고 관리하는 기능 추가 -따로 적용이 되었던 위젯이 홈화면에 같이 배치됨(이미 안드로이드에서 되었던 기능이 이제사...) -PIP모드도 개선되어 예전 아이패드에서만 실행되었던 홈화면에서 동영상 서비스가 동시에 이용가능해짐(삼섬갤럭시는 옛날에 했는데, 애플이 요즘 혁신이 ) -iPadOS에서 크게 바뀐것은 컴퓨터와 같이 마우스 사용이 가능해짐 -음성인식 비서 ‘시리(Siri)’에 오디오 메시지 전송 기능이 추가되며, 시리 호출 시 전체 화면이 전환되는 것에서 상단에 팝업 창이 뜨도록 개선 -중요한 문자메세지는 상단에 고정 가능 -11개의 서로 다른 언어를 번역할 수 있는 앱이 설치되었는데, 오프라인에서도 사용가능함 (애플지도나 구글지도도 데이터없이 오프라인에서 된다면 대박일건데-..-“)  이상 이번에 업데이트되는 iOS14 정식버젼의 주요기능을 알아봤는데, 주로 홈화면에 주요기능들이 위젯 형식으로 실행되는 기능들이 많이 추가가 되었는데, 항상 삼성갤럭시폰을 보면서 부러웠던() 기능들을 iOS14에 업데이트한거 같네요. (저 역시 애플빠지만 인정할건 인정해야할듯-..-“)  그나저나 한국에서 제일 필요한 한가지 기능이 없네요.  바로 NFC기능과 애플페이  아쉬운따나 ‘제로페이’와 ‘네이버페이’로 자위를 하고 있습니다만...하루 빨리 애플 아이폰 이탈자들을 위해 애플페이가 들어왔으면 좋겠습니다. 아니면 교통카드라도        ']"
2020-09-01,애플페이 한국에 도입되나? 애플카드가 뭐길래!,https://blog.naver.com/yangcomic/222080789775,"[' 최근 한국에서 아이폰의 점유율이 점점 높아지고 있습니다. 특히 디자인과 감성을 중요시하는 젊은2030대들의 수요가 앞으로도 계속 증가할 것으로 보입니다.   사실 외국에 비해서 아이폰은 아무런 장점이 없습니다. 그 이유 중 하나가 한국에서는 애플페이를 공식적으로 지원하지 않는다는 점입니다.  애플페이는 왜 한국에서 지원하지 않을까  옆 나라 일본과 중국만 봐도 애플페이를 지원하기 때문에 결제를 할 때 지갑이 없이 아이폰 하나만 갖고 있어도 불편함 없이 생활이 가능합니다.  가장 큰 차이점은 시장에 차이라고 볼 수 있습니다. 인구 수를 비교해보면 한국이 현저히 적기 때문에 애플이 굳이 투자를 할 필요성을 못 느낀다는 거죠.   다른 이유로는 수수료 문제가 있습니다. 한국은행들과 카드사들은 충성도가 높은 고객을 만들기 쉽지 않다는 것을 알기 때문에, 어떻게든 애플페이 서비스를 독점으로 유치하고 싶어 하죠.  반면에 애플은 한국은 시장이 작아서 메리트가 없는데 무엇 때문에 진출을 할까라는 입장을 보이고 있습니다.    애플: 다른 나라 보다 수수료를 더 주면 계약해 줄게    한국은행과 카드사들은 다른 나라들과 비교해봤을 때 너무나 높은 수수료를 받아들일 수 없었고 결국 계약은 없던 일처럼 지나갈 수밖에 없었죠.   또한 한국에서는 애플은 국제 표준 결제 방식인 NFC 을 사용하고 있습니다. 따라서 단말기를 추가해야 되기 때문에 추가 비용이 발생합니다.   이 비용은 누가 부담하게 될까요 애플은 절대 손해 보는 장사를 안 합니다. 따라서 계약을 맺은 한국은행이나 카드사가 부담해야겠죠.  한국에서는 이미 삼성이라는 대형 브랜드가 자리 잡고 있으며 삼성페이라는 통신 기술로 이미 편리하게 결제를 하고 있습니다.   심지어 삼성은 최근 이를 견제하기 위해서인지 실물된 삼성 페이 카드를 앱을 통해서 발급받을 수 있게 지원을 하기 시작했습니다.  국내 온라인 가맹점 할인 혜택과 캐시백까지 추가로 지원하며, 해외 NFC 방식 또한 사용이 가능해졌습니다.  한국에서도 애플페이 사용하고 싶다  이러한 문제들이 있음에도 불구하고 애플페이를 기다리는 분들이 정말 많을 것입니다. 애플이라는 브랜드 충성도 때문이라고 볼 수 있는데요.   이러한 충성도는 심지어 한국에서 아무런 혜택이 없다고 하여도, 사람들은 애플 카드를 발급받고 사용할 가능이 높을 것으로 보입니다.  티타늄으로 만든 애플 카드는 젊은 세대들이 원하는 디자인과 감성을 모두 갖추었기 때문이죠.  간편결제와 큐알코드  최근에는 카드를 직접적으로 사용하기보다는 스마트폰 간편 결제가 급격하게 부상하고 있으며 큐알 코드를 이용해서 결제를 하고 있습니다.   여러 문제점들과 미래 결제 방식인 간편결제를 생각해봤을 때, 한국에서 애플페이를 기대하는 것은 힘들 것으로 보입니다.  다만 큐알코드를 이용한 간편결제가 지금 보다 증가하게 되면 애플페이가 새로운 방식으로 한국 시장에 진출할 수 있지 않을까 하네요.  ']"
2020-09-01,애플 페이(Apple pay)로 홍콩 옥토퍼스(Octopus) 카드... ,https://blog.naver.com/tngus0364/222087637284,"[' 홍콩은 애플 페이가 가능하지만 한국에서 발행된 카드는 노놉 홍콩에서 개설한 카드만 등록이 되기 때문에 아이디카드 받고 은행 계좌를 만든 후에야 사용할 수 있었어요 :)  얼마 전에는 홍콩의 티머니...옥토퍼스 카드도 지원된다는 기사를 봤었는데 미루고 미루다가 이제야 해봅니다 [설정] -> [Wallet Apple 및 Pay]로 들어가기 여기서 설정에 애플 페이 항목이 없으시다면 먼저 아이폰 국가 설정을 바꿔야 해요 국가 변경 방법은 아래에 링크 첨부할게요 해외 거주 및 워홀러 꿀팁 아이폰 국가 설정(변경) 방법, 해외 어플 다운로드하는 방법 해외 거주하다 보면해당 국가에서 사용 가능 한 앱을 다운받아야 할 때가 분명 옵니다대표적으로 은행 앱... blog.naver.com 저는 미리 등록해 놓은 은행 카드가 있어서 뜨는데 아래의 [카드 추가]를 눌러줍니다 [Octopus] 클릭하기 여기서 새로 만드시는 분이라면 금액을 충전해서 사용하시면 됩니다 그런데 저는 기존에 사용하고 있던 실물 카드를 옮기는 거라서 [기존 카드 이체] 클릭클릭  기존의 카드의 잔액을 애플 페이 옥토퍼스로 옮기게 되면 실물 카드는 사용할 수 없다고 하니 실물 카드를 사용하고 싶으신 분은 신규 카드를 만드시는 것을 추천드려요 가지고 계신 실물 카드의 번호와 생년월일, 홍콩 아이디카드 정보를 넣어주세요 :) [동의] 클릭하기 거의 다 왔습니다 그림과 같이 실물 카드를 휴대폰의 뒷면 윗부분에 대고 있으면 오른쪽과 같이 이체중이라는 문구가 뜹니다 잔액 보내는 중 이런 화면이 나오면 끝이요 넘나 간단한 것을 왜 여태껏 미뤄왔는지 정상 등록이 완료되면 이렇게 맨 아래에 옥토퍼스와 잔액이 표시되어 보입니다 등록하고 나서  MTR 탈 때 이렇게 편할 수가 없더라구요 지갑 꺼내려고 가방 뒤적거리지 않아두 되구 휴대폰은 항상 손에 들고 있으니까 역시 신문물  얼른 카드 등록하시구 편한 홍콩 라이프 되시길 ']"
2020-09-01,애플페이 등록하기 (프랑스 BNP Paribas) - Set up Apple Pay,https://blog.naver.com/monsieursuryun/222101569791,"['  애플 페이는 iPhone 과 Apple Watch 에 있는 NFC 단말기 인식 센서를 이용해 무선으로 금융 결제를 이용하는 방식입니다. 프랑스 모든 상점의 카드 결제 기계에는 모든 기기에 호환 가능한 NFC 태그가 부착되어 있어 애플페이, 삼성페이, 또한 신용카드 무접촉 결제가 모두 가능합니다. 저는 프랑스에서 BNP Paribas 에서 카드를 우편으로 3주만에 수령했습니다. 제가 신청한 카드는 BNP Classic 카드입니다. 무접촉 결제는 물론, 애플페이 등록까지 가능한 카드입니다.']"
2020-09-01,과연 애플페이 도입 될까?,https://blog.naver.com/tmdry30/222081152224,"["" 올해 하반기에 스타트를 끊었던 삼성 갤럭시 언팩 행사들이 마무리가 되고 이제 애플의 신제품 발표들이 남았습니다. 애플 소식에 정통한 Jon Prosser의 소식에 의하면 9월에 애플워치 & 아이패드, 10월에는 아이폰12가 공개될 예정이라고 합니다.  출처. Jon Prosser 트위터  애플의 신제품들이 매우 기대가 되고 있는 동시에 또 하나 국내 애플 유저분들이 기다리는 소식이 있죠. 바로 애플페이 Apple Pay 도입입니다.   아이폰이 NFC 기능을 개방하면서 국내 많은 아이폰 유저들이 애플페이에 대한 희망을 가져왔습니다. 아이폰 설정에도 Apple Pay가 추가되면서 국내에 도입이 되나라는 희망회로를 돌린지 꽤 지났는데요. 최근에 또 애플 페이 관련 루머들이 나오면서 다시 한 번 희망회로를 힘차게 돌리게 만들고 있습니다.  https://youtu.be/h-WG-iSPZz8  예전에도 애플이 현대카드와 손을 잡는다, 하나카드에는 애플페이 대응팀이 있다, K뱅크랑 손을 잡고 나온다 등 다양한 루머들이 있었습니다. 이렇게 지속적으로 루머들이 나오는 것을 보면 정말 나오려나 싶기도 하고, 준비는 지속적으로 하고 있는건가 라는 생각이 들기도 합니다.  국내에는 이미 삼성페이가 압도적인 점유율을 가지고 있습니다. 무려 1900만명이나 사용하고 있다고 하죠 저희 부모님도 아무렇지 않게 삼성페이를 쓰시는 것을 보면 1900만명이라는 숫자가 개인적으로는 충분히 납득이 가더라구요.  출처. 삼성전자  최근에는 삼성페이에 특화된 신용카드 '삼성페이카드'를 출시하기도 하였습니다. 삼성페이카드의 가장 큰 특징은 삼성페이를 통한 결제시 할인 혜택을 제공해주는 부분입니다. 국내 오프라인 가맹점에서는 1% 결제일 할인, 온라인 가맹점에서는 1.5%의 결제일 할인 혜택을 제공해준다고 하니 자주 사용하시는 분들은 신청하셔도 좋을 것 같네요.  출처. 삼성전자 뉴스룸  사실 저도 아이폰을 현재 사용중이지만 주변에서 삼성페이를 사용하는 사람들을 보면 당장이라도 넘어가고 싶은 마음입니다. 요즘엔 회사 사원증도 모바일 사원증으로 나와 실물의 사원증 대신 스마트폰만 있으면 출근 태깅이 가능한데, 아이폰을 사용하는 저와 같은 유저들은 여전히 사원증 줄목걸이를 목에 걸고 다니고 있죠.  출처. 애플 홈페이지  점차 스마트폰들의 스펙이 비슷해지는 요즘, 실생활에서 편리함을 느끼게 해주는 기능들이 앞으로 스마트폰을 선택하는데 큰 역할을 하지 않을까 생각합니다. 실제로 삼성페이를 자주 쓰는 분들은 삼성페이 때문에 갤럭시에서 벗어날 수 없다고 말을 하는 정도이니까요.  소문만 정말 무성한 애플페이 도입 올해 하반기에는 국내에 빅 이벤트로 애플 페이 도입국가로 선정이 될 수 있을지 힘찬 희망회로를 돌려봅니다. (제발 우리나라에도 도입 해주길... 그럼 다음폰도 아이폰을 살텐데...)  . . .  @ 흥미잔잔한 IT정보 작성""]"
2020-09-01,애플(APPLE) 성장과 미래 #2 애플페이 & 주식,https://blog.naver.com/orlando54/222100615620,"['  APPLE PAY RATE 1 . 애플페이의 무서운 성장성  (1) 근거 - 애플 서비스 분야 중, 가장 성장률이 높은 부분이 애플페이다 + 가능성 - 미국 내 모바일 결재 시장의 선두주자는 애플페이로 47% 점유율로 약 3,000만명을 보유 - 세계 기준 2018년 애플페이 사용자수 2억 3천만명 2019년 4억 4천만명 (작년대비 약 93%증가한 수치) - 현재 아이폰 사용자의 48%정도가 애플페이를 사용한다.  (2)수수료 부분 - 자국 내(미국)에서 사용 시, 결재 금액의 약 0.15%를 수수료로 부과 - 세계시장 특히 중국의 경우 0.03%정도의 저렴한 수수료 부과 (중국 시장은 알리페이와 위쳇페이가 점유율이 높기에, 시장점유율을 위해 저렴하게 측정)   한국은 애플페이가 익숙하지 않다. 그 이유는 한국에 아직 애플페이가 서비스가  없기 때문이다. 한국 시장이 작을뿐더러, 수수료 부분 은행사와 타협점이 맞지 않다. 또한, 애플은 한국에 기존 수수료보다 더 높은 수수료를 요구하고 있다.  (3) 결론 - 애플페이는 서비스 섹터 중에서도 가장 높은 성장성을 보여주고 있다. - 중국에서 공격적인 수수료로 몸집을 불리고 있는 중 - 애플 마니아층이 늘어날수록 자연스럽게 커질 수 밖에 없는 섹터. (이미 애플 유저의  50% 사용중)    2 . 애플 주식은 왜 미인주일까  -신토불이가 최고야 이 말은 삼성 VS 애플에서도 알 수 있다.  - 2019년 4분기, 한국 모바일 부분 삼성은 64%, 애플은 24%, LG 9%정도이다 - 미국 모바일 부분 애플 57%, 삼성 25%, LG 5% 정도이다  결론은, 한국은 겔럭시폰을 더 선호하고, 미국은 애플 핸드폰을 더 선호한다. 핸드폰 밴더 부분만 보면 애플의 주식 투자 매력이 떨어 질 수 있다.  하지만, 애플은 양손잡이 기업인걸 알아야한다.  핸드폰 점유율로 이미 애플은 최고의 하드웨어 제조 기업 이라는게 증명이 되었다. (한국만 보지말고 세계 애플 핸드폰 점유율을 봐야한다)  소프트웨어 부분 - IOS 운영체제의 소프트웨어 기업으로, 약 12억명의 활성 사용자수 보유. - 구글 안드로이드 세계 점유율은 74%정도이며 애플은 24% 정도로 뒤쳐지고 있다 BUT 미국 내 IOS점유율은 50%로 안드로이드 43% 보다 높다  - 주식시장에서는 하드웨어 부분보다 소프트웨어 부분이 높게 가치 평가를 받고 있다. (양손잡이 애플의 경우 소프트웨어부분에 꾸준히 힘을주고 있기에 비전이 밝다)   3 : THREAT(위험요소)....BUT ,,,,,  - 시장에서 애플은 폐쇄적이다라는 말을 듣는다. (이유는 연동성 관련에서 타 서비스와 연동이 불가능하기 때문이다)  - BUT 최고의 제품으로 고객을 유지 및 계속 늘리고 있다 (아이폰, 아이패드, 에어팟, 맥, 애플페이, 헬스 등등..... 늘 최고의 서비스 및 제품을 출시하고 있다)    기업의 역사를 보면, 왜 1위 기업인지, 어떤 방향성으로 애플월드를 만들어 가는지 확인 가능하다.  현재 주가가 여러 사유로 인해 조정중이며, 투자 대신 달러로 환전만 하고 있다. 조정이 마무리 될 즘..... 애플 및 아마존을 매수 할 예정이다. ']"
2020-09-01,iOS 14 업데이트 후 애플페이가 생겼습니다.,https://blog.naver.com/gpixel/222092102812,"[' iOS 14 업데이트 후 애플페이가 생겼습니다. (한국은 서비스가 되지 않아 카드 등록은 되지 않습니다.)  국가는 한국으로 설정되어 있는데도 있는 게 신기하네요.   언젠가는 한국에도 애플 페이, 구글 페이를 사용할 수 있는 날이 오면 좋겠습니다.']"
2020-09-01,[애플페이] 애플페이 언제쯤 쓸 수 있을까? 한국에서 사용 할 수... ,https://blog.naver.com/skjo929/222087861342,"["" 2020. 09. 11. 피쳐폰이 100만원을 호가 하던 그 시절, 우리게에 휴대폰이란 전화, 문자, 텍스로 된 인터넷 접속이 전부였습니다. 카카오톡 같은 서비스는 상상도 하지 못했고, 인터넷을 컴퓨터와 비슷하게 할 수 있다는 것은 SF 영화에만 나올 만한 기술이었죠.  그런데 그렇게 상상만 하던 기술을 현실화 한 기업이 바로 '애플'입니다. 2007년 스티브 잡스의 아이폰1세대 키노트는 아직까지도 명연설로 기억되고 있죠. 그의 키노트도 훌륭했지만, 아이폰이라는 혁신적인 제품이 있었기 때문에 더 빛날 수 있었을 거라고 생각합니다.  이 이후 스마트폰의 발전이 비약적으로 이루어지게 됩니다.  스마트폰이 발전하며 정말 다양한 분야에 영향을 주고 있는데, 오늘은 핀테크, 그 중에서도 페이에 관한 이야기를 해보려고 합니다.   애플 vs 삼성 현재 스마트폰 시장은 사실상 애플과 삼성의 양강 구도 입니다. 운영체제로 보면 iOS와 안드로이드의 싸움이죠. (오늘 주제에 맞게 애플과 삼성을 대표 진영으로 두고 이야기 해 볼게요.) 애플과 삼성은 서로를 닮아 가면서 발전하고 있습니다. 비슷하지만 너무나 다른 특징을 갖고 있죠. 곧 출시할 iOS14의 가장 큰 특징인 위젯기능만 보아도 서로가 매우 비슷해 지고 있다고 생각됩니다. 그래서 이제는 두 회사 구매동기는 어쩌면 브랜드 충성도가 아닐까 하는 생각을 합니다. 하지만 한국에서는 아이폰과 갤럭시의 가장 큰 차이가 있으니... 바로, 페이죠 삼성페이 하나만 보고 갤럭시를 택 하는 사람이 얼마나 많은지 모르겠습니다. 저도 사실 그 중 한 사람입니다.  그런데 수 많은 한국 사람이 삼성페이를 위해 아이폰을 포기하는데, 왜 애플은 한국에 애플페이를 출지 하지 않는 것일까요  한국의 애플페이- 안하는 가 못하는 가   애플페이 출시 루머 애플페이의 한국 도입이 빠른가 통일이 빠른가 라는 농담이 있을 만큼 한국 애플유저들의 애플페이 출시 기대는 매우 크다고 할 수 있습니다. 또한, 매년 애플페이에 대한 루머가 돌고, 마치 곧 출시 할 것 같은 기대감을 주는 뉴스도 제법 있습니다. 우리에게 애플페이 도입에 대한 기대감을 주었던 루머는 무엇이 있을까요  □ 현대카드 제휴 지난 5월 현대카드의 제로 카드가 단종이 되면 새로운 서비스를 런칭한다는 공지를 하였습니다. 때가 마침 WWDC20 전이라 새로운 서비스가 애플페이가 아니냐라는 추측이 있었는데, 결국 사실이 아니었죠. 저도 사실 너무 기대하고 있었기 때문에 결과가 허탈했습니다.   □ iOS14 베타 버전 지난 7월 iOS14 베타 2 버전에서 애플페이 관련 메뉴가 있어서 또 한번 우리의 행복회로를 자극 시켰죠 이 또한 베타 4에서 지워지면서 우리의 희망도 지워졌습니다.    □ iOS14 베타 버전 지난 7월 iOS14 베타 2 버전에서 애플페이 관련 메뉴가 있어서 또 한번 우리의 행복회로를 자극 시켰죠 이 또한 베타 4에서 지워지면서 우리의 희망도 지워졌습니다.   애플페이 도입 어려운 이유 그러면 애플페이는 왜 이렇게 도입이 안되는 것 일까요 IT  강국이며, 핀테크 기술도 하루가 다르게 발전하고 있는 대한민국에 왜 도입되지 않는지, 이유도 한번 알아 볼까요 □ Apple Pay 수수료 이 부분이 가장 큰 쟁점이라고 할 수 있습니다. 우리가 부러워하는 삼성페이나 LG페이는 페이 사용에 대한 수수료가 무료입니다. 하지만 애플은 애플 기기를 사용하여 결제하기 때문에 그들도 수수료를 받아야 한다는 논리로 카드사에 일정 수수료를 청구하고 있습니다.  ※ 애플의 각국 카드사에 청구하는 수수료 국가 수수료(%) 미국 0.15% 중국 0.03% 러시아 0.050.12% 일본, 영국 13% 알려진 바에 의하면 애플이 한국 카드사와 협상을 할 때 요구한 수수료는 1.1%라고 합니다. 위의 국가별 카드사에 대한 수수료를 보시면 알겠지만 매우 높은 수준의 수수료라고 생각이 되네요. 타 페이(삼성페이, LG페이)가 무료인 점을 생각하면 이해가 가지 않을 수 있습니다. 그리고 만약 애플이 수수료율을 인하하여 국내 도입이 된다면, 경쟁사도 결제 수수료를 청구 할 수 있는 여지를 주게 되는 것이죠.  애플은 항상 트랜드를 만들어 갑니다. 좋은 말로 혁신인데, 나쁜 말로 시장을 너무 흔들어 버리죠. 아이폰 12 박스에 충전기와 이어폰이 빠진다는 루머는 기정 사실이 되어 가고, 세계적으로 욕을 먹었죠. 하지만 다른 제조사도 같은 행보를 보이고 있습니다. 결국 애플페이의 수수료 정책을 국내 카드사에서 받아들인다면,타 경쟁사에 수수료 청구을 가능케 하는 열쇠가 되는 셈입니다. □ 결제 단말기 보급 비용 부담 애플페이는 NFC(Near Field Communication) 통신으로 애플페이를 통한 결제를 하려면 NFC 결제 단말기가 필요합니다. 하지만 우리나라는 NFC 결제 단말기 보급률이 매우 낮다고 합니다. 단말기 가격은 대당 1015만원 선이라고 합니다. 그러면 이 결제 단말기는 누가 보급하느냐 매장주 카드사 애플 애플페이 도입 부정적 기사 http://www.cstimes.com/news/articleView.htmlidxno=421849 카드업계 애플페이, 사실상 도입 불가능 - 컨슈머타임스(Consumertimes) [컨슈머타임스 이연경 기자] 국내 카드업계가 \\'애플페이\\' 국내 도입에 대해 사실상 불가능할 것으로 내다봤다.10일 여신업계에 따르면 애플페이를 도입할 경우 근거리무선통신(NFC) 단말기 인프라 구축만으로도... www.cstimes.com  한국의 애플페이 운명은 앞으로 많은 산을 넘어야 하겠지만, 가장 시급한 것은 인프라입니다. 우리나라에 생소한 NFC 기반 결제에 어느 정도 이해가 필요해 보이며, 사업자나 매장은 NFC 단말기 보급에 조금 더 관심을 기울여 주면 좋을 것 같습니다. 2015년도 애플과 각 카드사들과 협상 시 단말기를 보급함에 있어 카드사가 무상으로 보급을 하는 것이 리베이트가 될 수 있다는 규제가 있었다고 합니다. 이 때문에 당시 협상이 무산 됐다고 하는데, 이후 관련 규제는 해소 됐다고 합니다. 수수료는 카드사의 수익을 많게는 절반 수준을 빼앗기는 문제이기 때문에 애플도 마음을 열고 협상을 해준다면 좋겠습니다. 물론 기업의 입장에서 수수료 수익을 포기 하며 도입해야겠지만 말입니다.  최근에 나온 기사를 보면 애플페이가 도입 될 경우 코스트코 입점 형태인 독점 방식으로 들어올 확률이 높다고 합니다. 수수료율은 낮아 질 수 있지만 애플 유저들이 카드 사용을 모두 한 카드사 에서 한다면 점유율은 올라가므로 더 큰 이익으로 돌아올 수 있을 것이라는 생각도 하게 됩니다. 관련기사: http://www.topdaily.kr/news/articleView.htmlidxno=70032 애플페이, 국내 출시 초읽기… '코스트코' 방식 유력 - 톱데일리 톱데일리 이진휘 기자 = 애플의 지급결제 서비스 '애플페이'가 국내 도입 초읽기에 들어갔다. 지난 3일 애플은 제품 업데이트를 통해 국내 ‘iOS13‘, ‘iOS14베타‘ 버전 운영체제에 ‘애플페이... www.topdaily.kr   결국 언젠가는 도입이 되겠지만(여태까지 시기가 늦었지 안 된 건 없으니까요..) 그 시기가 빨라졌으면 좋겠다는 생각으로 애플페이에 대한 내용 적어 보았습니다. 감사합니다. ""]"
2020-09-01,"애플워치SE 구입 및 언박싱!! 사이즈비교,44mm,애플페이... ",https://blog.naver.com/daaahyun2/222094145367,"['    안녕하세용 이번에 마침 애플워치se가 괜찮은 가격에 새로나왔길랳 저에게 핸드폰은 장식이고, 시계 역할 밖에 안하니까 아예 출퇴근 할 때 핸드폰 두고 다니려고 구매했습니다  셀룰러에 애플페이짱짱 만만세 후다닥찍어서 후다닥올립니당     ']"
